speed,travel_time,status,data_as_of,link_id
4.97,852,0,2025-07-14T15:43:02.000,4620314
4.34,888,0,2025-07-14T15:33:02.000,4620314
4.34,927,0,2025-07-14T15:28:02.000,4620314
4.34,923,0,2025-07-14T15:23:02.000,4620314
4.34,981,0,2025-07-14T15:18:02.000,4620314
3.72,1126,0,2025-07-14T15:13:02.000,4620314
3.72,1174,0,2025-07-14T15:08:03.000,4620314
3.1,1240,0,2025-07-14T15:03:02.000,4620314
3.1,1317,0,2025-07-14T14:58:03.000,4620314
3.1,1342,0,2025-07-14T14:53:03.000,4620314
3.1,1300,0,2025-07-14T14:48:03.000,4620314
3.1,1189,0,2025-07-14T14:38:02.000,4620314
3.1,1220,0,2025-07-14T14:33:02.000,4620314
3.72,1114,0,2025-07-14T14:28:02.000,4620314
3.72,1165,0,2025-07-14T14:23:02.000,4620314
3.1,1254,0,2025-07-14T14:18:02.000,4620314
3.1,1200,0,2025-07-14T14:13:02.000,4620314
3.72,1027,0,2025-07-14T14:08:02.000,4620314
4.34,973,0,2025-07-14T14:03:02.000,4620314
4.34,923,0,2025-07-14T13:58:02.000,4620314
4.97,874,0,2025-07-14T13:53:02.000,4620314
4.97,858,0,2025-07-14T13:48:02.000,4620314
4.97,833,0,2025-07-14T13:43:02.000,4620314
4.34,884,0,2025-07-14T13:38:02.000,4620314
4.34,992,0,2025-07-14T13:33:02.000,4620314
3.72,1041,0,2025-07-14T13:28:02.000,4620314
4.34,965,0,2025-07-14T13:23:02.000,4620314
4.34,903,0,2025-07-14T13:18:02.000,4620314
4.97,819,0,2025-07-14T13:13:03.000,4620314
4.97,796,0,2025-07-14T13:08:03.000,4620314
4.97,798,0,2025-07-14T13:03:02.000,4620314
4.34,901,0,2025-07-14T12:58:02.000,4620314
4.97,881,0,2025-07-14T12:53:02.000,4620314
4.97,851,0,2025-07-14T12:48:02.000,4620314
4.97,796,0,2025-07-14T12:43:02.000,4620314
5.59,766,0,2025-07-14T12:38:03.000,4620314
4.97,821,0,2025-07-14T12:33:02.000,4620314
5.59,782,0,2025-07-14T12:28:03.000,4620314
5.59,712,0,2025-07-14T12:23:02.000,4620314
5.59,777,0,2025-07-14T12:18:02.000,4620314
5.59,749,0,2025-07-14T12:13:02.000,4620314
5.59,737,0,2025-07-14T12:08:02.000,4620314
5.59,769,0,2025-07-14T12:03:02.000,4620314
5.59,722,0,2025-07-14T11:53:02.000,4620314
5.59,756,0,2025-07-14T11:48:02.000,4620314
5.59,728,0,2025-07-14T11:43:03.000,4620314
6.21,705,0,2025-07-14T11:38:03.000,4620314
5.59,721,0,2025-07-14T11:33:03.000,4620314
4.97,798,0,2025-07-14T11:28:02.000,4620314
4.97,803,0,2025-07-14T11:23:02.000,4620314
5.59,724,0,2025-07-14T11:18:02.000,4620314
6.21,653,0,2025-07-14T11:13:02.000,4620314
6.21,654,0,2025-07-14T11:08:03.000,4620314
5.59,709,0,2025-07-14T11:03:03.000,4620314
5.59,710,0,2025-07-14T10:58:02.000,4620314
6.21,673,0,2025-07-14T10:53:03.000,4620314
6.83,597,0,2025-07-14T10:48:03.000,4620314
6.83,631,0,2025-07-14T10:43:03.000,4620314
6.21,659,0,2025-07-14T10:38:03.000,4620314
6.21,653,0,2025-07-14T10:33:03.000,4620314
6.21,654,0,2025-07-14T10:28:02.000,4620314
6.83,606,0,2025-07-14T10:23:03.000,4620314
6.83,616,0,2025-07-14T10:18:03.000,4620314
