speed,travel_time,status,data_as_of,link_id
0,0,-101,2025-07-14T15:43:06.000,4329499
0,0,-101,2025-07-14T15:33:06.000,4329499
0,0,-101,2025-07-14T15:28:07.000,4329499
0,0,-101,2025-07-14T15:23:06.000,4329499
0,0,-101,2025-07-14T15:18:06.000,4329499
0,0,-101,2025-07-14T15:13:06.000,4329499
0,0,-101,2025-07-14T15:08:06.000,4329499
0,0,-101,2025-07-14T15:03:06.000,4329499
0,0,-101,2025-07-14T14:58:06.000,4329499
0,0,-101,2025-07-14T14:53:06.000,4329499
0,0,-101,2025-07-14T14:48:06.000,4329499
0,0,-101,2025-07-14T14:38:06.000,4329499
0,0,-101,2025-07-14T14:33:09.000,4329499
0,0,-101,2025-07-14T14:28:07.000,4329499
0,0,-101,2025-07-14T14:23:06.000,4329499
0,0,-101,2025-07-14T14:18:06.000,4329499
0,0,-101,2025-07-14T14:13:06.000,4329499
0,0,-101,2025-07-14T14:08:06.000,4329499
0,0,-101,2025-07-14T14:03:06.000,4329499
0,0,-101,2025-07-14T13:58:06.000,4329499
0,0,-101,2025-07-14T13:53:06.000,4329499
0,0,-101,2025-07-14T13:48:06.000,4329499
0,0,-101,2025-07-14T13:43:06.000,4329499
0,0,-101,2025-07-14T13:38:06.000,4329499
0,0,-101,2025-07-14T13:33:06.000,4329499
0,0,-101,2025-07-14T13:28:06.000,4329499
0,0,-101,2025-07-14T13:23:08.000,4329499
0,0,-101,2025-07-14T13:18:07.000,4329499
0,0,-101,2025-07-14T13:13:07.000,4329499
0,0,-101,2025-07-14T13:08:06.000,4329499
0,0,-101,2025-07-14T13:03:06.000,4329499
0,0,-101,2025-07-14T12:58:07.000,4329499
0,0,-101,2025-07-14T12:53:07.000,4329499
0,0,-101,2025-07-14T12:48:06.000,4329499
0,0,-101,2025-07-14T12:43:06.000,4329499
0,0,-101,2025-07-14T12:38:06.000,4329499
0,0,-101,2025-07-14T12:33:06.000,4329499
0,0,-101,2025-07-14T12:28:07.000,4329499
0,0,-101,2025-07-14T12:23:07.000,4329499
0,0,-101,2025-07-14T12:18:06.000,4329499
0,0,-101,2025-07-14T12:13:07.000,4329499
0,0,-101,2025-07-14T12:08:06.000,4329499
0,0,-101,2025-07-14T12:03:06.000,4329499
0,0,-101,2025-07-14T11:53:07.000,4329499
0,0,-101,2025-07-14T11:48:07.000,4329499
0,0,-101,2025-07-14T11:43:08.000,4329499
0,0,-101,2025-07-14T11:38:06.000,4329499
0,0,-101,2025-07-14T11:33:07.000,4329499
0,0,-101,2025-07-14T11:28:06.000,4329499
0,0,-101,2025-07-14T11:23:07.000,4329499
0,0,-101,2025-07-14T11:18:06.000,4329499
0,0,-101,2025-07-14T11:13:06.000,4329499
0,0,-101,2025-07-14T11:08:07.000,4329499
0,0,-101,2025-07-14T11:03:07.000,4329499
0,0,-101,2025-07-14T10:58:07.000,4329499
0,0,-101,2025-07-14T10:53:07.000,4329499
0,0,-101,2025-07-14T10:48:06.000,4329499
0,0,-101,2025-07-14T10:43:07.000,4329499
0,0,-101,2025-07-14T10:38:07.000,4329499
0,0,-101,2025-07-14T10:33:07.000,4329499
0,0,-101,2025-07-14T10:28:07.000,4329499
0,0,-101,2025-07-14T10:23:06.000,4329499
0,0,-101,2025-07-14T10:18:07.000,4329499
0,0,-101,2025-07-14T10:13:07.000,4329499
0,0,-101,2025-07-14T10:08:07.000,4329499
0,0,-101,2025-07-14T10:03:07.000,4329499
0,0,-101,2025-07-14T09:58:07.000,4329499
0,0,-101,2025-07-14T09:53:06.000,4329499
0,0,-101,2025-07-14T09:48:06.000,4329499
0,0,-101,2025-07-14T09:43:07.000,4329499
0,0,-101,2025-07-14T09:38:07.000,4329499
0,0,-101,2025-07-14T09:33:06.000,4329499
0,0,-101,2025-07-14T09:28:07.000,4329499
0,0,-101,2025-07-14T09:23:07.000,4329499
0,0,-101,2025-07-14T09:18:06.000,4329499
0,0,-101,2025-07-14T09:13:07.000,4329499
0,0,-101,2025-07-14T09:08:07.000,4329499
0,0,-101,2025-07-14T09:03:07.000,4329499
0,0,-101,2025-07-14T08:58:07.000,4329499
0,0,-101,2025-07-14T08:53:07.000,4329499
0,0,-101,2025-07-14T08:48:06.000,4329499
0,0,-101,2025-07-14T08:43:07.000,4329499
0,0,-101,2025-07-14T08:38:07.000,4329499
0,0,-101,2025-07-14T08:33:06.000,4329499
0,0,-101,2025-07-14T08:28:06.000,4329499
0,0,-101,2025-07-14T08:23:07.000,4329499
0,0,-101,2025-07-14T08:18:07.000,4329499
0,0,-101,2025-07-14T08:13:06.000,4329499
0,0,-101,2025-07-14T08:08:07.000,4329499
0,0,-101,2025-07-14T08:03:07.000,4329499
0,0,-101,2025-07-14T07:58:06.000,4329499
0,0,-101,2025-07-14T07:53:06.000,4329499
0,0,-101,2025-07-14T07:48:06.000,4329499
0,0,-101,2025-07-14T07:43:06.000,4329499
0,0,-101,2025-07-14T07:38:07.000,4329499
0,0,-101,2025-07-14T07:33:07.000,4329499
0,0,-101,2025-07-14T07:28:06.000,4329499
0,0,-101,2025-07-14T07:23:07.000,4329499
0,0,-101,2025-07-14T07:18:06.000,4329499
0,0,-101,2025-07-14T07:13:07.000,4329499
0,0,-101,2025-07-14T07:08:08.000,4329499
0,0,-101,2025-07-14T07:03:07.000,4329499
0,0,-101,2025-07-14T06:58:07.000,4329499
0,0,-101,2025-07-14T06:53:06.000,4329499
0,0,-101,2025-07-14T06:48:07.000,4329499
0,0,-101,2025-07-14T06:43:07.000,4329499
0,0,-101,2025-07-14T06:38:07.000,4329499
0,0,-101,2025-07-14T06:33:06.000,4329499
0,0,-101,2025-07-14T06:28:07.000,4329499
0,0,-101,2025-07-14T06:23:06.000,4329499
0,0,-101,2025-07-14T06:18:06.000,4329499
0,0,-101,2025-07-14T06:13:06.000,4329499
0,0,-101,2025-07-14T06:08:07.000,4329499
0,0,-101,2025-07-14T06:03:06.000,4329499
0,0,-101,2025-07-14T05:58:07.000,4329499
0,0,-101,2025-07-14T05:53:07.000,4329499
0,0,-101,2025-07-14T05:48:06.000,4329499
0,0,-101,2025-07-14T05:43:06.000,4329499
0,0,-101,2025-07-14T05:38:06.000,4329499
0,0,-101,2025-07-14T05:33:06.000,4329499
0,0,-101,2025-07-14T05:28:08.000,4329499
0,0,-101,2025-07-14T05:23:06.000,4329499
0,0,-101,2025-07-14T05:18:06.000,4329499
0,0,-101,2025-07-14T05:13:06.000,4329499
0,0,-101,2025-07-14T05:08:06.000,4329499
0,0,-101,2025-07-14T05:03:06.000,4329499
0,0,-101,2025-07-14T04:58:06.000,4329499
0,0,-101,2025-07-14T04:53:06.000,4329499
0,0,-101,2025-07-14T04:48:06.000,4329499
0,0,-101,2025-07-14T04:43:06.000,4329499
0,0,-101,2025-07-14T04:38:06.000,4329499
0,0,-101,2025-07-14T04:33:06.000,4329499
0,0,-101,2025-07-14T04:28:06.000,4329499
0,0,-101,2025-07-14T04:23:07.000,4329499
0,0,-101,2025-07-14T04:18:06.000,4329499
0,0,-101,2025-07-14T04:13:06.000,4329499
0,0,-101,2025-07-14T04:08:07.000,4329499
0,0,-101,2025-07-14T04:03:06.000,4329499
0,0,-101,2025-07-14T03:58:06.000,4329499
0,0,-101,2025-07-14T03:53:05.000,4329499
0,0,-101,2025-07-14T03:48:06.000,4329499
0,0,-101,2025-07-14T03:43:06.000,4329499
0,0,-101,2025-07-14T03:38:06.000,4329499
0,0,-101,2025-07-14T03:33:06.000,4329499
0,0,-101,2025-07-14T03:28:06.000,4329499
