speed,travel_time,status,data_as_of,link_id
52.19,106,0,2025-07-14T15:43:03.000,4616192
53.43,103,0,2025-07-14T15:33:03.000,4616192
53.43,104,0,2025-07-14T15:28:03.000,4616192
54.68,101,0,2025-07-14T15:23:04.000,4616192
55.92,99,0,2025-07-14T15:18:03.000,4616192
53.43,104,0,2025-07-14T15:13:03.000,4616192
52.81,105,0,2025-07-14T15:08:02.000,4616192
54.68,100,0,2025-07-14T15:03:03.000,4616192
54.68,101,0,2025-07-14T14:58:03.000,4616192
56.54,98,0,2025-07-14T14:53:04.000,4616192
54.68,101,0,2025-07-14T14:48:03.000,4616192
57.16,96,0,2025-07-14T14:38:03.000,4616192
56.54,97,0,2025-07-14T14:33:03.000,4616192
54.68,101,0,2025-07-14T14:28:03.000,4616192
47.84,115,0,2025-07-14T14:23:03.000,4616192
55.3,100,0,2025-07-14T14:18:03.000,4616192
54.05,102,0,2025-07-14T14:13:03.000,4616192
55.92,98,0,2025-07-14T14:08:03.000,4616192
55.92,99,0,2025-07-14T14:03:03.000,4616192
53.43,103,0,2025-07-14T13:58:03.000,4616192
55.92,99,0,2025-07-14T13:53:03.000,4616192
55.92,99,0,2025-07-14T13:48:03.000,4616192
54.05,102,0,2025-07-14T13:43:03.000,4616192
53.43,103,0,2025-07-14T13:38:03.000,4616192
54.68,101,0,2025-07-14T13:33:03.000,4616192
54.05,102,0,2025-07-14T13:28:03.000,4616192
55.3,100,0,2025-07-14T13:23:03.000,4616192
55.92,99,0,2025-07-14T13:18:03.000,4616192
56.54,98,0,2025-07-14T13:13:03.000,4616192
55.92,99,0,2025-07-14T13:08:03.000,4616192
50.33,109,0,2025-07-14T13:03:03.000,4616192
50.33,109,0,2025-07-14T12:58:03.000,4616192
52.19,106,0,2025-07-14T12:53:04.000,4616192
51.57,108,0,2025-07-14T12:48:03.000,4616192
49.08,113,0,2025-07-14T12:43:03.000,4616192
38.52,144,0,2025-07-14T12:38:03.000,4616192
31.06,178,0,2025-07-14T12:33:03.000,4616192
24.23,229,0,2025-07-14T12:28:03.000,4616192
20.5,270,0,2025-07-14T12:23:04.000,4616192
23.61,234,0,2025-07-14T12:18:03.000,4616192
22.99,237,0,2025-07-14T12:13:03.000,4616192
19.26,288,0,2025-07-14T12:08:03.000,4616192
18.01,303,0,2025-07-14T12:03:03.000,4616192
13.04,424,0,2025-07-14T11:53:04.000,4616192
10.56,523,0,2025-07-14T11:48:03.000,4616192
11.18,490,0,2025-07-14T11:43:03.000,4616192
14.29,381,0,2025-07-14T11:38:03.000,4616192
21.12,260,0,2025-07-14T11:33:03.000,4616192
32.93,166,0,2025-07-14T11:28:03.000,4616192
47.84,116,0,2025-07-14T11:23:03.000,4616192
51.57,108,0,2025-07-14T11:18:03.000,4616192
48.46,114,0,2025-07-14T11:13:03.000,4616192
50.95,108,0,2025-07-14T11:08:03.000,4616192
52.81,104,0,2025-07-14T11:03:03.000,4616192
50.95,109,0,2025-07-14T10:58:03.000,4616192
49.7,110,0,2025-07-14T10:53:03.000,4616192
48.46,114,0,2025-07-14T10:48:03.000,4616192
51.57,107,0,2025-07-14T10:43:03.000,4616192
52.19,106,0,2025-07-14T10:38:04.000,4616192
50.95,108,0,2025-07-14T10:33:03.000,4616192
52.19,106,0,2025-07-14T10:28:03.000,4616192
50.95,108,0,2025-07-14T10:23:03.000,4616192
52.19,106,0,2025-07-14T10:18:03.000,4616192
54.05,102,0,2025-07-14T10:13:03.000,4616192
52.81,104,0,2025-07-14T10:08:03.000,4616192
51.57,107,0,2025-07-14T10:03:03.000,4616192
54.05,102,0,2025-07-14T09:58:03.000,4616192
50.33,110,0,2025-07-14T09:53:03.000,4616192
47.84,115,0,2025-07-14T09:48:03.000,4616192
49.08,112,0,2025-07-14T09:43:03.000,4616192
52.81,104,0,2025-07-14T09:38:03.000,4616192
50.95,109,0,2025-07-14T09:33:03.000,4616192
52.19,106,0,2025-07-14T09:28:03.000,4616192
52.81,105,0,2025-07-14T09:23:03.000,4616192
51.57,106,0,2025-07-14T09:18:03.000,4616192
50.95,108,0,2025-07-14T09:13:03.000,4616192
51.57,107,0,2025-07-14T09:08:04.000,4616192
50.33,109,0,2025-07-14T09:03:03.000,4616192
50.95,108,0,2025-07-14T08:58:03.000,4616192
52.19,106,0,2025-07-14T08:53:03.000,4616192
51.57,107,0,2025-07-14T08:48:04.000,4616192
51.57,107,0,2025-07-14T08:43:03.000,4616192
52.81,105,0,2025-07-14T08:38:04.000,4616192
47.84,116,0,2025-07-14T08:33:03.000,4616192
52.19,106,0,2025-07-14T08:28:03.000,4616192
50.95,108,0,2025-07-14T08:23:03.000,4616192
51.57,107,0,2025-07-14T08:18:03.000,4616192
51.57,107,0,2025-07-14T08:13:03.000,4616192
53.43,104,0,2025-07-14T08:08:03.000,4616192
53.43,104,0,2025-07-14T08:03:03.000,4616192
54.68,101,0,2025-07-14T07:58:03.000,4616192
51.57,107,0,2025-07-14T07:53:03.000,4616192
53.43,103,0,2025-07-14T07:48:03.000,4616192
54.05,102,0,2025-07-14T07:43:03.000,4616192
51.57,108,0,2025-07-14T07:38:03.000,4616192
50.33,109,0,2025-07-14T07:33:03.000,4616192
49.7,111,0,2025-07-14T07:28:03.000,4616192
49.7,111,0,2025-07-14T07:23:04.000,4616192
47.84,116,0,2025-07-14T07:18:03.000,4616192
47.22,117,0,2025-07-14T07:13:03.000,4616192
45.98,120,0,2025-07-14T07:08:03.000,4616192
50.33,109,0,2025-07-14T07:03:03.000,4616192
49.7,111,0,2025-07-14T06:58:03.000,4616192
53.43,103,0,2025-07-14T06:53:03.000,4616192
51.57,107,0,2025-07-14T06:48:03.000,4616192
49.08,113,0,2025-07-14T06:43:03.000,4616192
48.46,115,0,2025-07-14T06:38:03.000,4616192
50.95,108,0,2025-07-14T06:33:03.000,4616192
53.43,103,0,2025-07-14T06:28:03.000,4616192
53.43,103,0,2025-07-14T06:23:03.000,4616192
55.92,99,0,2025-07-14T06:18:03.000,4616192
54.05,102,0,2025-07-14T06:13:03.000,4616192
51.57,107,0,2025-07-14T06:08:03.000,4616192
54.05,102,0,2025-07-14T06:03:03.000,4616192
58.4,94,0,2025-07-14T05:58:03.000,4616192
56.54,97,0,2025-07-14T05:53:03.000,4616192
57.16,96,0,2025-07-14T05:48:03.000,4616192
55.92,99,0,2025-07-14T05:43:03.000,4616192
58.4,94,0,2025-07-14T05:38:03.000,4616192
57.16,97,0,2025-07-14T05:33:03.000,4616192
57.16,96,0,2025-07-14T05:28:03.000,4616192
59.03,94,0,2025-07-14T05:23:03.000,4616192
56.54,97,0,2025-07-14T05:18:03.000,4616192
59.65,92,0,2025-07-14T05:13:03.000,4616192
60.27,92,0,2025-07-14T05:08:03.000,4616192
59.03,93,0,2025-07-14T05:03:03.000,4616192
60.27,91,0,2025-07-14T04:58:03.000,4616192
61.51,89,0,2025-07-14T04:53:03.000,4616192
62.13,89,0,2025-07-14T04:48:03.000,4616192
62.13,89,0,2025-07-14T04:43:03.000,4616192
62.75,88,0,2025-07-14T04:38:03.000,4616192
61.51,90,0,2025-07-14T04:33:03.000,4616192
60.89,90,0,2025-07-14T04:28:03.000,4616192
62.13,88,0,2025-07-14T04:23:03.000,4616192
62.75,88,0,2025-07-14T04:18:03.000,4616192
61.51,90,0,2025-07-14T04:13:03.000,4616192
60.27,92,0,2025-07-14T04:08:03.000,4616192
58.4,95,0,2025-07-14T04:03:03.000,4616192
57.78,96,-101,2025-07-14T03:58:03.000,4616192
4.34,1144,-101,2025-07-14T03:53:03.000,4616192
0,0,-101,2025-07-14T03:48:03.000,4616192
1.24,3285,-101,2025-07-14T03:43:03.000,4616192
1.24,3285,-101,2025-07-14T03:38:03.000,4616192
0,0,-101,2025-07-14T03:33:03.000,4616192
1.86,2317,-101,2025-07-14T03:28:03.000,4616192
1.86,2564,-101,2025-07-14T03:23:03.000,4616192
1.24,3304,-101,2025-07-14T03:18:03.000,4616192
0.62,5275,-101,2025-07-14T03:13:03.000,4616192
0,0,-101,2025-07-14T03:03:03.000,4616192
0,0,-101,2025-07-14T02:58:03.000,4616192
48.46,114,-101,2025-07-14T02:53:03.000,4616192
48.46,114,-101,2025-07-14T02:48:03.000,4616192
59.65,93,-101,2025-07-14T02:43:03.000,4616192
4.97,1110,0,2025-07-14T02:38:03.000,4616192
3.1,1579,-101,2025-07-14T02:33:03.000,4616192
4.97,1050,-101,2025-07-14T02:28:03.000,4616192
1.24,3769,-101,2025-07-14T02:23:03.000,4616192
1.24,3033,0,2025-07-14T02:18:03.000,4616192
55.92,98,0,2025-07-14T02:13:03.000,4616192
56.54,97,0,2025-07-14T02:08:03.000,4616192
56.54,98,0,2025-07-14T02:03:03.000,4616192
42.87,128,0,2025-07-14T01:58:03.000,4616192
57.78,95,0,2025-07-14T01:53:03.000,4616192
59.03,94,0,2025-07-14T01:48:03.000,4616192
57.78,96,0,2025-07-14T01:43:03.000,4616192
59.65,92,0,2025-07-14T01:38:03.000,4616192
60.89,90,0,2025-07-14T01:33:04.000,4616192
59.65,92,0,2025-07-14T01:28:03.000,4616192
58.4,94,0,2025-07-14T01:23:03.000,4616192
58.4,95,0,2025-07-14T01:18:03.000,4616192
60.27,92,0,2025-07-14T01:13:03.000,4616192
54.68,101,0,2025-07-14T01:08:03.000,4616192
