speed,travel_time,status,data_as_of,link_id
6.83,1688,0,2025-07-14T15:43:09.000,4616357
5.59,2060,0,2025-07-14T15:33:09.000,4616357
5.59,2173,0,2025-07-14T15:28:10.000,4616357
6.21,1960,0,2025-07-14T15:23:10.000,4616357
6.83,1689,0,2025-07-14T15:18:09.000,4616357
7.45,1597,0,2025-07-14T15:13:09.000,4616357
6.83,1647,0,2025-07-14T15:08:09.000,4616357
6.83,1650,0,2025-07-14T15:03:10.000,4616357
6.83,1711,0,2025-07-14T14:58:08.000,4616357
6.83,1694,0,2025-07-14T14:53:10.000,4616357
6.83,1728,0,2025-07-14T14:48:09.000,4616357
7.45,1564,0,2025-07-14T14:38:09.000,4616357
6.83,1697,0,2025-07-14T14:33:10.000,4616357
6.21,1966,0,2025-07-14T14:28:09.000,4616357
6.21,1924,0,2025-07-14T14:23:11.000,4616357
6.83,1737,0,2025-07-14T14:18:09.000,4616357
6.83,1756,0,2025-07-14T14:13:09.000,4616357
6.83,1755,0,2025-07-14T14:08:09.000,4616357
6.21,1803,0,2025-07-14T14:03:09.000,4616357
6.21,1822,0,2025-07-14T13:58:09.000,4616357
6.83,1767,0,2025-07-14T13:53:09.000,4616357
6.83,1735,0,2025-07-14T13:48:10.000,4616357
5.59,2001,0,2025-07-14T13:43:09.000,4616357
7.45,1610,0,2025-07-14T13:38:09.000,4616357
7.45,1534,0,2025-07-14T13:33:09.000,4616357
6.83,1699,0,2025-07-14T13:28:09.000,4616357
7.45,1526,0,2025-07-14T13:23:10.000,4616357
6.83,1683,0,2025-07-14T13:18:09.000,4616357
7.45,1603,0,2025-07-14T13:13:09.000,4616357
7.45,1573,0,2025-07-14T13:08:09.000,4616357
9.32,1304,0,2025-07-14T13:03:11.000,4616357
8.07,1427,0,2025-07-14T12:58:09.000,4616357
7.45,1608,0,2025-07-14T12:53:10.000,4616357
9.32,1311,0,2025-07-14T12:48:09.000,4616357
7.45,1546,0,2025-07-14T12:43:09.000,4616357
7.45,1626,0,2025-07-14T12:38:10.000,4616357
6.21,1964,0,2025-07-14T12:33:10.000,4616357
7.45,1530,0,2025-07-14T12:28:10.000,4616357
8.69,1381,0,2025-07-14T12:23:10.000,4616357
8.69,1369,0,2025-07-14T12:18:10.000,4616357
6.83,1731,0,2025-07-14T12:13:09.000,4616357
8.69,1400,0,2025-07-14T12:08:09.000,4616357
6.21,1945,0,2025-07-14T12:03:09.000,4616357
6.83,1648,0,2025-07-14T11:53:10.000,4616357
8.07,1484,0,2025-07-14T11:48:10.000,4616357
6.21,1928,0,2025-07-14T11:43:10.000,4616357
5.59,1974,0,2025-07-14T11:38:09.000,4616357
6.21,1899,0,2025-07-14T11:33:10.000,4616357
5.59,2155,0,2025-07-14T11:28:10.000,4616357
5.59,2065,0,2025-07-14T11:23:10.000,4616357
6.83,1695,0,2025-07-14T11:18:10.000,4616357
6.83,1652,0,2025-07-14T11:13:09.000,4616357
8.07,1441,0,2025-07-14T11:08:10.000,4616357
6.83,1668,0,2025-07-14T11:03:10.000,4616357
8.07,1464,0,2025-07-14T10:58:09.000,4616357
8.07,1451,0,2025-07-14T10:53:09.000,4616357
7.45,1558,0,2025-07-14T10:48:09.000,4616357
8.07,1457,0,2025-07-14T10:43:09.000,4616357
8.69,1356,0,2025-07-14T10:38:10.000,4616357
8.69,1337,0,2025-07-14T10:33:09.000,4616357
11.18,1096,0,2025-07-14T10:28:09.000,4616357
11.8,997,0,2025-07-14T10:23:10.000,4616357
13.67,858,0,2025-07-14T10:18:10.000,4616357
13.04,911,0,2025-07-14T10:13:10.000,4616357
15.53,762,0,2025-07-14T10:08:10.000,4616357
18.64,655,0,2025-07-14T10:03:10.000,4616357
13.67,879,0,2025-07-14T09:58:10.000,4616357
12.42,947,0,2025-07-14T09:53:09.000,4616357
12.42,943,0,2025-07-14T09:48:09.000,4616357
15.53,777,0,2025-07-14T09:43:10.000,4616357
13.67,884,0,2025-07-14T09:38:10.000,4616357
13.67,884,0,2025-07-14T09:33:10.000,4616357
14.29,829,0,2025-07-14T09:28:09.000,4616357
10.56,1141,0,2025-07-14T09:23:09.000,4616357
9.32,1274,0,2025-07-14T09:18:11.000,4616357
9.32,1250,0,2025-07-14T09:13:09.000,4616357
11.18,1069,0,2025-07-14T09:08:11.000,4616357
11.18,1074,0,2025-07-14T09:03:10.000,4616357
9.94,1178,0,2025-07-14T08:58:10.000,4616357
9.32,1266,0,2025-07-14T08:53:10.000,4616357
10.56,1106,0,2025-07-14T08:48:11.000,4616357
11.18,1040,0,2025-07-14T08:43:09.000,4616357
11.8,1008,0,2025-07-14T08:38:11.000,4616357
11.18,1053,0,2025-07-14T08:33:10.000,4616357
11.18,1082,0,2025-07-14T08:28:10.000,4616357
11.8,1021,0,2025-07-14T08:23:09.000,4616357
12.42,960,0,2025-07-14T08:18:10.000,4616357
12.42,950,0,2025-07-14T08:13:10.000,4616357
15.53,788,0,2025-07-14T08:08:10.000,4616357
15.53,789,0,2025-07-14T08:03:10.000,4616357
13.04,932,0,2025-07-14T07:58:10.000,4616357
13.04,915,0,2025-07-14T07:53:10.000,4616357
14.29,826,0,2025-07-14T07:48:10.000,4616357
14.91,811,0,2025-07-14T07:43:10.000,4616357
13.67,881,0,2025-07-14T07:38:10.000,4616357
11.18,1045,0,2025-07-14T07:33:10.000,4616357
13.04,907,0,2025-07-14T07:28:09.000,4616357
12.42,964,0,2025-07-14T07:23:10.000,4616357
9.94,1210,0,2025-07-14T07:18:09.000,4616357
9.32,1242,0,2025-07-14T07:13:11.000,4616357
12.42,985,0,2025-07-14T07:08:09.000,4616357
12.42,968,0,2025-07-14T07:03:09.000,4616357
13.04,904,0,2025-07-14T06:58:10.000,4616357
13.67,888,0,2025-07-14T06:53:09.000,4616357
13.04,929,0,2025-07-14T06:48:10.000,4616357
11.8,1025,0,2025-07-14T06:43:09.000,4616357
