speed,travel_time,status,data_as_of,link_id
0,0,-101,2025-07-14T15:43:09.000,4616276
9.32,1131,0,2025-07-14T15:33:09.000,4616276
9.32,1103,-101,2025-07-14T15:28:10.000,4616276
8.69,1224,-101,2025-07-14T15:23:10.000,4616276
8.07,1255,-101,2025-07-14T15:18:09.000,4616276
8.07,1329,0,2025-07-14T15:13:09.000,4616276
8.07,1297,0,2025-07-14T15:08:09.000,4616276
8.69,1189,-101,2025-07-14T15:03:10.000,4616276
0,0,-101,2025-07-14T14:58:08.000,4616276
8.07,1289,-101,2025-07-14T14:53:10.000,4616276
10.56,980,-101,2025-07-14T14:48:09.000,4616276
0,0,-101,2025-07-14T14:38:09.000,4616276
0,0,-101,2025-07-14T14:33:10.000,4616276
0,0,-101,2025-07-14T14:28:09.000,4616276
0,0,-101,2025-07-14T14:23:11.000,4616276
0,0,-101,2025-07-14T14:18:09.000,4616276
0,0,-101,2025-07-14T14:13:09.000,4616276
0,0,-101,2025-07-14T14:08:09.000,4616276
0,0,-101,2025-07-14T14:03:09.000,4616276
0,0,-101,2025-07-14T13:58:09.000,4616276
0,0,-101,2025-07-14T13:53:09.000,4616276
0,0,-101,2025-07-14T13:48:10.000,4616276
0,0,-101,2025-07-14T13:43:09.000,4616276
0,0,-101,2025-07-14T13:38:09.000,4616276
0,0,-101,2025-07-14T13:33:09.000,4616276
0,0,-101,2025-07-14T13:28:09.000,4616276
0,0,-101,2025-07-14T13:23:10.000,4616276
9.94,1059,-101,2025-07-14T13:18:09.000,4616276
9.32,1102,0,2025-07-14T13:13:09.000,4616276
4.97,2000,-101,2025-07-14T13:08:09.000,4616276
5.59,1873,-101,2025-07-14T13:03:11.000,4616276
8.69,1218,0,2025-07-14T12:58:09.000,4616276
9.94,1072,0,2025-07-14T12:53:10.000,4616276
4.97,2094,0,2025-07-14T12:48:09.000,4616276
6.21,1623,0,2025-07-14T12:43:09.000,4616276
6.21,1665,0,2025-07-14T12:38:10.000,4616276
6.21,1597,0,2025-07-14T12:33:10.000,4616276
7.45,1452,0,2025-07-14T12:28:10.000,4616276
5.59,1812,0,2025-07-14T12:23:10.000,4616276
6.21,1733,0,2025-07-14T12:18:10.000,4616276
8.69,1208,0,2025-07-14T12:13:09.000,4616276
7.45,1368,0,2025-07-14T12:08:09.000,4616276
7.45,1354,0,2025-07-14T12:03:09.000,4616276
8.07,1292,0,2025-07-14T11:53:10.000,4616276
5.59,1755,0,2025-07-14T11:48:10.000,4616276
6.21,1709,0,2025-07-14T11:43:10.000,4616276
6.83,1532,0,2025-07-14T11:38:09.000,4616276
5.59,1946,0,2025-07-14T11:33:10.000,4616276
4.97,2036,0,2025-07-14T11:28:10.000,4616276
5.59,1762,0,2025-07-14T11:23:10.000,4616276
5.59,1844,0,2025-07-14T11:18:10.000,4616276
5.59,1857,0,2025-07-14T11:13:09.000,4616276
7.45,1439,0,2025-07-14T11:08:10.000,4616276
7.45,1404,0,2025-07-14T11:03:10.000,4616276
7.45,1454,0,2025-07-14T10:58:09.000,4616276
6.83,1545,0,2025-07-14T10:53:09.000,4616276
6.21,1683,0,2025-07-14T10:48:09.000,4616276
7.45,1445,0,2025-07-14T10:43:09.000,4616276
8.07,1303,0,2025-07-14T10:38:10.000,4616276
9.94,1078,0,2025-07-14T10:33:09.000,4616276
9.94,1083,0,2025-07-14T10:28:09.000,4616276
9.32,1111,0,2025-07-14T10:23:10.000,4616276
7.45,1357,0,2025-07-14T10:18:10.000,4616276
5.59,1763,-101,2025-07-14T10:13:10.000,4616276
18.64,566,-101,2025-07-14T10:08:10.000,4616276
13.04,814,-101,2025-07-14T10:03:10.000,4616276
13.67,782,0,2025-07-14T09:58:10.000,4616276
12.42,864,0,2025-07-14T09:53:09.000,4616276
17.39,615,0,2025-07-14T09:48:09.000,4616276
16.77,635,0,2025-07-14T09:43:10.000,4616276
14.29,732,0,2025-07-14T09:38:10.000,4616276
10.56,987,-101,2025-07-14T09:33:10.000,4616276
10.56,987,-101,2025-07-14T09:28:09.000,4616276
29.82,357,-101,2025-07-14T09:23:09.000,4616276
28.58,376,0,2025-07-14T09:18:11.000,4616276
27.96,383,0,2025-07-14T09:13:09.000,4616276
0,0,-101,2025-07-14T09:08:11.000,4616276
0,0,-101,2025-07-14T09:03:10.000,4616276
0,0,-101,2025-07-14T08:58:10.000,4616276
0,0,-101,2025-07-14T08:53:10.000,4616276
0,0,-101,2025-07-14T08:48:11.000,4616276
6.21,1721,-101,2025-07-14T08:43:09.000,4616276
6.21,1721,-101,2025-07-14T08:38:11.000,4616276
3.1,3288,-101,2025-07-14T08:33:10.000,4616276
3.1,3288,-101,2025-07-14T08:28:10.000,4616276
0,0,-101,2025-07-14T08:23:09.000,4616276
0,0,-101,2025-07-14T08:18:10.000,4616276
