speed,travel_time,status,data_as_of,link_id
33.55,210,0,2025-07-14T15:43:02.000,4456501
42.25,168,0,2025-07-14T15:33:02.000,4456501
39.76,178,0,2025-07-14T15:28:02.000,4456501
37.9,187,0,2025-07-14T15:23:02.000,4456501
36.66,194,0,2025-07-14T15:18:02.000,4456501
37.28,188,0,2025-07-14T15:13:02.000,4456501
39.76,179,0,2025-07-14T15:08:02.000,4456501
40.38,176,0,2025-07-14T15:03:02.000,4456501
37.28,189,0,2025-07-14T14:58:02.000,4456501
36.66,193,0,2025-07-14T14:53:02.000,4456501
37.9,186,0,2025-07-14T14:48:02.000,4456501
39.14,181,0,2025-07-14T14:38:02.000,4456501
39.76,179,0,2025-07-14T14:33:02.000,4456501
36.66,194,0,2025-07-14T14:28:02.000,4456501
37.28,189,0,2025-07-14T14:23:02.000,4456501
26.71,267,0,2025-07-14T14:18:02.000,4456501
25.47,280,0,2025-07-14T14:13:02.000,4456501
38.52,183,0,2025-07-14T14:08:02.000,4456501
37.28,189,0,2025-07-14T14:03:02.000,4456501
37.9,186,0,2025-07-14T13:58:02.000,4456501
39.14,181,0,2025-07-14T13:53:03.000,4456501
39.76,177,0,2025-07-14T13:48:02.000,4456501
37.28,190,0,2025-07-14T13:43:02.000,4456501
38.52,183,0,2025-07-14T13:38:02.000,4456501
41.01,173,0,2025-07-14T13:33:02.000,4456501
39.14,182,0,2025-07-14T13:28:02.000,4456501
37.28,191,0,2025-07-14T13:23:02.000,4456501
37.9,188,0,2025-07-14T13:18:02.000,4456501
39.14,181,0,2025-07-14T13:13:02.000,4456501
39.14,182,0,2025-07-14T13:08:02.000,4456501
35.41,198,0,2025-07-14T13:03:02.000,4456501
36.66,194,0,2025-07-14T12:58:02.000,4456501
37.9,186,0,2025-07-14T12:53:02.000,4456501
38.52,184,0,2025-07-14T12:48:02.000,4456501
38.52,183,0,2025-07-14T12:43:02.000,4456501
38.52,185,0,2025-07-14T12:38:02.000,4456501
37.9,188,0,2025-07-14T12:33:02.000,4456501
39.14,180,0,2025-07-14T12:28:02.000,4456501
37.28,189,0,2025-07-14T12:23:02.000,4456501
36.66,192,0,2025-07-14T12:18:02.000,4456501
39.76,177,0,2025-07-14T12:13:02.000,4456501
39.76,177,0,2025-07-14T12:08:02.000,4456501
