speed,travel_time,status,data_as_of,link_id
14.91,172,0,2025-07-14T15:43:03.000,4616342
6.83,356,0,2025-07-14T15:33:03.000,4616342
6.83,379,0,2025-07-14T15:28:03.000,4616342
3.1,736,0,2025-07-14T15:23:04.000,4616342
10.56,248,0,2025-07-14T15:18:03.000,4616342
13.67,186,0,2025-07-14T15:13:03.000,4616342
15.53,165,0,2025-07-14T15:08:02.000,4616342
20.5,126,0,2025-07-14T15:03:03.000,4616342
19.26,135,0,2025-07-14T14:58:03.000,4616342
16.77,153,0,2025-07-14T14:53:04.000,4616342
20.5,125,0,2025-07-14T14:48:03.000,4616342
11.8,214,0,2025-07-14T14:38:03.000,4616342
8.69,300,0,2025-07-14T14:33:03.000,4616342
16.15,160,0,2025-07-14T14:28:03.000,4616342
8.07,309,0,2025-07-14T14:23:03.000,4616342
7.45,345,0,2025-07-14T14:18:03.000,4616342
24.85,104,0,2025-07-14T14:13:03.000,4616342
25.47,101,0,2025-07-14T14:08:03.000,4616342
20.5,126,0,2025-07-14T14:03:03.000,4616342
12.42,210,0,2025-07-14T13:58:03.000,4616342
8.69,293,0,2025-07-14T13:53:03.000,4616342
8.07,317,0,2025-07-14T13:48:03.000,4616342
9.32,272,0,2025-07-14T13:43:03.000,4616342
29.82,87,0,2025-07-14T13:38:03.000,4616342
13.04,192,0,2025-07-14T13:33:03.000,4616342
9.32,280,0,2025-07-14T13:28:03.000,4616342
10.56,239,0,2025-07-14T13:23:03.000,4616342
12.42,210,0,2025-07-14T13:18:03.000,4616342
4.34,553,0,2025-07-14T13:13:03.000,4616342
5.59,423,0,2025-07-14T13:08:03.000,4616342
14.29,176,0,2025-07-14T13:03:03.000,4616342
22.36,116,0,2025-07-14T12:58:03.000,4616342
13.04,193,0,2025-07-14T12:53:04.000,4616342
7.45,341,0,2025-07-14T12:48:03.000,4616342
11.18,223,0,2025-07-14T12:43:03.000,4616342
9.94,264,0,2025-07-14T12:38:03.000,4616342
16.15,157,0,2025-07-14T12:33:03.000,4616342
18.01,144,0,2025-07-14T12:28:03.000,4616342
18.64,137,0,2025-07-14T12:23:04.000,4616342
20.5,124,0,2025-07-14T12:18:03.000,4616342
7.45,342,0,2025-07-14T12:13:03.000,4616342
6.21,414,0,2025-07-14T12:08:03.000,4616342
9.94,255,0,2025-07-14T12:03:03.000,4616342
12.42,203,0,2025-07-14T11:53:04.000,4616342
4.97,511,0,2025-07-14T11:48:03.000,4616342
6.21,416,0,2025-07-14T11:43:03.000,4616342
8.07,311,0,2025-07-14T11:38:03.000,4616342
18.01,144,0,2025-07-14T11:33:03.000,4616342
15.53,165,0,2025-07-14T11:28:03.000,4616342
4.34,597,0,2025-07-14T11:23:03.000,4616342
25.47,102,0,2025-07-14T11:18:03.000,4616342
20.5,126,0,2025-07-14T11:13:03.000,4616342
7.45,326,0,2025-07-14T11:08:03.000,4616342
11.18,227,0,2025-07-14T11:03:03.000,4616342
14.29,177,0,2025-07-14T10:58:03.000,4616342
21.12,121,0,2025-07-14T10:53:03.000,4616342
18.01,144,0,2025-07-14T10:48:03.000,4616342
13.04,198,0,2025-07-14T10:43:03.000,4616342
29.82,86,0,2025-07-14T10:38:04.000,4616342
9.32,275,0,2025-07-14T10:33:03.000,4616342
5.59,442,0,2025-07-14T10:28:03.000,4616342
8.07,307,0,2025-07-14T10:23:03.000,4616342
19.88,130,0,2025-07-14T10:18:03.000,4616342
29.2,89,0,2025-07-14T10:13:03.000,4616342
8.07,310,0,2025-07-14T10:08:03.000,4616342
6.83,354,0,2025-07-14T10:03:03.000,4616342
11.8,213,0,2025-07-14T09:58:03.000,4616342
11.18,225,0,2025-07-14T09:53:03.000,4616342
9.94,254,0,2025-07-14T09:48:03.000,4616342
10.56,237,0,2025-07-14T09:43:03.000,4616342
8.69,286,0,2025-07-14T09:38:03.000,4616342
