speed,travel_time,status,data_as_of,link_id
32.31,217,0,2025-07-14T15:43:02.000,4456478
40.38,172,0,2025-07-14T15:33:02.000,4456478
41.63,168,0,2025-07-14T15:28:02.000,4456478
42.25,165,0,2025-07-14T15:23:02.000,4456478
41.63,168,0,2025-07-14T15:18:02.000,4456478
41.01,169,0,2025-07-14T15:13:02.000,4456478
42.87,163,0,2025-07-14T15:08:02.000,4456478
43.49,161,0,2025-07-14T15:03:02.000,4456478
44.73,155,0,2025-07-14T14:58:02.000,4456478
42.25,163,0,2025-07-14T14:53:02.000,4456478
39.14,177,0,2025-07-14T14:48:02.000,4456478
31.68,217,0,2025-07-14T14:38:02.000,4456478
26.09,267,0,2025-07-14T14:33:02.000,4456478
19.88,352,0,2025-07-14T14:28:02.000,4456478
19.88,342,0,2025-07-14T14:23:02.000,4456478
18.64,366,0,2025-07-14T14:18:02.000,4456478
15.53,439,0,2025-07-14T14:13:02.000,4456478
14.91,457,0,2025-07-14T14:08:02.000,4456478
14.91,456,0,2025-07-14T14:03:02.000,4456478
18.01,384,0,2025-07-14T13:58:02.000,4456478
21.12,323,0,2025-07-14T13:53:03.000,4456478
22.36,310,0,2025-07-14T13:48:02.000,4456478
21.12,323,0,2025-07-14T13:43:02.000,4456478
22.36,311,0,2025-07-14T13:38:02.000,4456478
21.74,316,0,2025-07-14T13:33:02.000,4456478
19.26,359,0,2025-07-14T13:28:02.000,4456478
16.77,414,0,2025-07-14T13:23:02.000,4456478
16.15,424,0,2025-07-14T13:18:02.000,4456478
15.53,435,0,2025-07-14T13:13:02.000,4456478
16.15,428,0,2025-07-14T13:08:02.000,4456478
16.77,417,0,2025-07-14T13:03:02.000,4456478
16.77,412,0,2025-07-14T12:58:02.000,4456478
19.26,358,0,2025-07-14T12:53:02.000,4456478
23.61,293,0,2025-07-14T12:48:02.000,4456478
27.96,250,0,2025-07-14T12:43:02.000,4456478
29.82,232,0,2025-07-14T12:38:02.000,4456478
32.31,215,0,2025-07-14T12:33:02.000,4456478
32.31,214,0,2025-07-14T12:28:02.000,4456478
31.68,219,0,2025-07-14T12:23:02.000,4456478
32.93,211,0,2025-07-14T12:18:02.000,4456478
35.41,197,0,2025-07-14T12:13:02.000,4456478
36.66,189,0,2025-07-14T12:08:02.000,4456478
37.28,186,0,2025-07-14T12:03:02.000,4456478
33.55,207,0,2025-07-14T11:53:02.000,4456478
31.06,225,0,2025-07-14T11:48:02.000,4456478
27.34,252,0,2025-07-14T11:43:02.000,4456478
26.71,262,0,2025-07-14T11:38:02.000,4456478
26.71,261,0,2025-07-14T11:33:02.000,4456478
28.58,243,0,2025-07-14T11:28:02.000,4456478
29.82,231,0,2025-07-14T11:23:02.000,4456478
32.31,216,0,2025-07-14T11:18:02.000,4456478
31.06,222,0,2025-07-14T11:13:02.000,4456478
30.44,230,0,2025-07-14T11:08:02.000,4456478
32.31,217,0,2025-07-14T11:03:02.000,4456478
31.06,223,0,2025-07-14T10:58:02.000,4456478
29.2,237,0,2025-07-14T10:53:02.000,4456478
25.47,270,0,2025-07-14T10:48:02.000,4456478
24.85,282,0,2025-07-14T10:43:02.000,4456478
26.09,263,0,2025-07-14T10:38:02.000,4456478
29.82,235,0,2025-07-14T10:33:02.000,4456478
32.31,217,0,2025-07-14T10:28:02.000,4456478
31.68,221,0,2025-07-14T10:23:02.000,4456478
