speed,travel_time,status,data_as_of,link_id
0,0,-101,2025-07-14T15:43:09.000,4616259
11.18,790,-101,2025-07-14T15:33:09.000,4616259
11.8,738,-101,2025-07-14T15:28:10.000,4616259
9.32,906,-101,2025-07-14T15:23:10.000,4616259
9.32,932,-101,2025-07-14T15:18:09.000,4616259
8.69,990,-101,2025-07-14T15:13:09.000,4616259
9.32,924,-101,2025-07-14T15:08:09.000,4616259
9.94,877,-101,2025-07-14T15:03:10.000,4616259
0,0,-101,2025-07-14T14:58:08.000,4616259
9.32,948,-101,2025-07-14T14:53:10.000,4616259
12.42,720,-101,2025-07-14T14:48:09.000,4616259
0,0,-101,2025-07-14T14:38:09.000,4616259
0,0,-101,2025-07-14T14:33:10.000,4616259
0,0,-101,2025-07-14T14:28:09.000,4616259
0,0,-101,2025-07-14T14:23:11.000,4616259
0,0,-101,2025-07-14T14:18:09.000,4616259
0,0,-101,2025-07-14T14:13:09.000,4616259
0,0,-101,2025-07-14T14:08:09.000,4616259
0,0,-101,2025-07-14T14:03:09.000,4616259
0,0,-101,2025-07-14T13:58:09.000,4616259
0,0,-101,2025-07-14T13:53:09.000,4616259
0,0,-101,2025-07-14T13:48:10.000,4616259
0,0,-101,2025-07-14T13:43:09.000,4616259
0,0,-101,2025-07-14T13:38:09.000,4616259
0,0,-101,2025-07-14T13:33:09.000,4616259
0,0,-101,2025-07-14T13:28:09.000,4616259
0,0,-101,2025-07-14T13:23:10.000,4616259
0,0,-101,2025-07-14T13:18:09.000,4616259
0,0,-101,2025-07-14T13:13:09.000,4616259
0,0,-101,2025-07-14T13:08:09.000,4616259
0,0,-101,2025-07-14T13:03:11.000,4616259
9.94,869,-101,2025-07-14T12:58:09.000,4616259
6.83,1213,0,2025-07-14T12:53:10.000,4616259
6.83,1233,0,2025-07-14T12:48:09.000,4616259
6.83,1284,0,2025-07-14T12:43:09.000,4616259
5.59,1533,0,2025-07-14T12:38:10.000,4616259
6.21,1378,0,2025-07-14T12:33:10.000,4616259
8.07,1039,0,2025-07-14T12:28:10.000,4616259
5.59,1574,0,2025-07-14T12:23:10.000,4616259
4.97,1731,0,2025-07-14T12:18:10.000,4616259
6.21,1391,0,2025-07-14T12:13:09.000,4616259
7.45,1178,0,2025-07-14T12:08:09.000,4616259
8.07,1039,0,2025-07-14T12:03:09.000,4616259
11.18,803,0,2025-07-14T11:53:10.000,4616259
6.83,1208,0,2025-07-14T11:48:10.000,4616259
8.07,1073,0,2025-07-14T11:43:10.000,4616259
8.69,1031,0,2025-07-14T11:38:09.000,4616259
6.83,1287,0,2025-07-14T11:33:10.000,4616259
5.59,1495,0,2025-07-14T11:28:10.000,4616259
4.34,1886,0,2025-07-14T11:23:10.000,4616259
4.97,1735,0,2025-07-14T11:18:10.000,4616259
4.97,1774,0,2025-07-14T11:13:09.000,4616259
5.59,1551,0,2025-07-14T11:08:10.000,4616259
7.45,1134,0,2025-07-14T11:03:10.000,4616259
8.07,1087,0,2025-07-14T10:58:09.000,4616259
7.45,1124,0,2025-07-14T10:53:09.000,4616259
8.07,1096,0,2025-07-14T10:48:09.000,4616259
6.83,1237,0,2025-07-14T10:43:09.000,4616259
8.07,1083,0,2025-07-14T10:38:10.000,4616259
10.56,821,-101,2025-07-14T10:33:09.000,4616259
8.07,1046,0,2025-07-14T10:28:09.000,4616259
8.07,1067,0,2025-07-14T10:23:10.000,4616259
9.94,872,-101,2025-07-14T10:18:10.000,4616259
7.45,1202,-101,2025-07-14T10:13:10.000,4616259
6.83,1292,-101,2025-07-14T10:08:10.000,4616259
7.45,1153,-101,2025-07-14T10:03:10.000,4616259
9.94,869,0,2025-07-14T09:58:10.000,4616259
9.94,883,0,2025-07-14T09:53:09.000,4616259
9.94,853,-101,2025-07-14T09:48:09.000,4616259
11.18,767,-101,2025-07-14T09:43:10.000,4616259
11.18,767,-101,2025-07-14T09:38:10.000,4616259
14.29,628,-101,2025-07-14T09:33:10.000,4616259
15.53,560,-101,2025-07-14T09:28:09.000,4616259
19.26,467,-101,2025-07-14T09:23:09.000,4616259
21.74,405,-101,2025-07-14T09:18:11.000,4616259
22.99,387,-101,2025-07-14T09:13:09.000,4616259
0,0,-101,2025-07-14T09:08:11.000,4616259
0,0,-101,2025-07-14T09:03:10.000,4616259
0,0,-101,2025-07-14T08:58:10.000,4616259
0,0,-101,2025-07-14T08:53:10.000,4616259
0,0,-101,2025-07-14T08:48:11.000,4616259
6.83,1233,-101,2025-07-14T08:43:09.000,4616259
6.83,1233,-101,2025-07-14T08:38:11.000,4616259
4.97,1660,-101,2025-07-14T08:33:10.000,4616259
4.97,1660,-101,2025-07-14T08:28:10.000,4616259
0,0,-101,2025-07-14T08:23:09.000,4616259
0,0,-101,2025-07-14T08:18:10.000,4616259
0,0,-101,2025-07-14T08:13:10.000,4616259
0,0,-101,2025-07-14T08:08:10.000,4616259
0,0,-101,2025-07-14T08:03:10.000,4616259
16.77,527,-101,2025-07-14T07:58:10.000,4616259
8.07,1090,-101,2025-07-14T07:53:10.000,4616259
9.94,883,0,2025-07-14T07:48:10.000,4616259
9.32,917,-101,2025-07-14T07:43:10.000,4616259
8.07,1056,-101,2025-07-14T07:38:10.000,4616259
15.53,562,-101,2025-07-14T07:33:10.000,4616259
0,0,-101,2025-07-14T07:28:09.000,4616259
11.8,746,-101,2025-07-14T07:23:10.000,4616259
14.29,612,-101,2025-07-14T07:18:09.000,4616259
18.64,478,-101,2025-07-14T07:13:11.000,4616259
14.29,612,-101,2025-07-14T07:08:09.000,4616259
8.07,1098,-101,2025-07-14T07:03:09.000,4616259
8.07,1066,-101,2025-07-14T06:58:10.000,4616259
8.69,1013,-101,2025-07-14T06:53:09.000,4616259
12.42,721,-101,2025-07-14T06:48:10.000,4616259
9.94,885,0,2025-07-14T06:43:09.000,4616259
7.45,1166,0,2025-07-14T06:38:10.000,4616259
8.07,1058,-101,2025-07-14T06:33:09.000,4616259
15.53,579,0,2025-07-14T06:28:09.000,4616259
13.04,674,0,2025-07-14T06:23:09.000,4616259
12.42,709,-101,2025-07-14T06:18:09.000,4616259
14.29,609,0,2025-07-14T06:13:10.000,4616259
13.67,644,0,2025-07-14T06:08:10.000,4616259
10.56,821,0,2025-07-14T06:03:10.000,4616259
18.64,479,-101,2025-07-14T05:58:10.000,4616259
9.32,926,-101,2025-07-14T05:53:09.000,4616259
7.45,1137,-101,2025-07-14T05:48:10.000,4616259
6.83,1274,-101,2025-07-14T05:43:10.000,4616259
