id,lat,lng,postal_code,street_name,city,is_always_open,is_free,CEE_RED_connector_count,CHADEMO_connector_count,COMBO_TYPE_2_connector_count,DOMESTIC_TYPE_F_connector_count,MENNEKES_TYPE_2_connector_count,MENNEKES_TYPE_2_CABLE_ATTACHED_connector_count,TESLA_COMBO_CCS_connector_count,TESLA_SUPERCHARGER_EU_connector_count,CEE_RED_power_max,CHADEMO_power_max,COMBO_TYPE_2_power_max,DOMESTIC_TYPE_F_power_max,MENNEKES_TYPE_2_power_max,MENNEKES_TYPE_2_CABLE_ATTACHED_power_max,TESLA_COMBO_CCS_power_max,TESLA_SUPERCHARGER_EU_power_max
394711,56.115466,10.149412,8260,Rosenhøjen,Viby,True,False,,,,,1,,,,,,,,22.0,,,
394712,56.129594,10.177821,8260,Kaj Munks Vej,Viby,True,False,,,,,1,,,,,,,,22.0,,,
394713,55.98312,10.163153,8300,Egholmparken,Odder,True,False,,,,,2,,,,,,,,22.0,,,
394714,55.927468,10.143984,8300,Bilsbækvej,Odder,True,False,,,,,2,,,,,,,,22.0,,,
394720,55.987648,10.163658,8300,Jernaldervej,Odder,True,False,,,,,1,,,,,,,,22.0,,,
394727,56.104512,10.10125,8361,Poppeltoften,Hasselager,True,False,,,,,4,,,,,,,,22.0,,,
394738,56.0368,10.18604,8340,Engkærgårds allé,Malling,True,False,,,,,2,,,,,,,,22.0,,,
394739,56.06165,10.206624,8330,Engdalgårdsvej,Beder,True,False,,,,,2,,,,,,,,22.0,,,
394740,56.109242,10.149557,8260,Kjærslund,Viby J,True,False,,,,,4,,,,,,,,22.0,,,
394741,56.234295,10.206303,8200,Kantarelvænget,Aarhus N,True,False,,,,,10,,,,,,,,22.0,,,
394742,55.985578,10.138429,8300,Stampmøllevej,Odder,True,False,,,,,2,,,,,,,,22.0,,,
394743,55.977923,10.137391,8300,Venneslaparken,Odder,True,False,,,,,4,,,,,,,,22.0,,,
394748,55.975415,10.157021,8300,Østergade,Odder,True,False,,,,,2,,,,,,,,22.0,,,
394749,56.106422,10.150156,8270,Søren Nymarks Vej,Højbjerg,True,False,,,,,4,,,,,,,,22.0,,,
394896,56.080539,10.030638,8362,Skanderborgvej,Hørning,True,False,,,2,,,,,,,,150.0,,,,,
394903,56.138921,10.179626,8260,Skanderborgvej,Viby J,True,False,,,2,,,,,,,,150.0,,,,,
395337,56.168886,10.154372,8210,Rymarken,Aarhus V,True,False,,,,,4,,,,,,,,22.0,,,
395338,56.191258,10.213007,8240,Hvidkildevej,Risskov,True,False,,,,,16,,,,,,,,22.0,,,
395347,56.091817,10.139683,8310,Torvevænget,Tranbjerg,True,False,,,,,8,,,,,,,,22.0,,,
395348,56.093713,10.142585,8310,Østerby Alle,Tranbjerg,True,False,,,,,4,,,,,,,,22.0,,,
395350,56.113036,10.077421,8361,Fuglekærvej,Hasselager,True,False,,,,,2,,,,,,,,22.0,,,
395351,56.122089,10.013406,8462,Brydehøjvej,Harlev,True,False,,,,,4,,,,,,,,22.0,,,
395353,56.120617,10.147833,8260,Risdalsvej,Viby,True,False,,,,,2,,,,,,,,22.0,,,
395354,56.15518,10.220398,8000,Balticagade,Aarhus,True,False,,,,,4,,,,,,,,22.0,,,
395366,56.175558,10.148318,8210,Vintervej,Aarhus,True,False,,,,,2,,,,,,,,22.0,,,
395370,56.197766,10.203335,8240,Lilli Andersens Gade,Risskov,True,False,,,,,4,,,,,,,,22.0,,,
395381,56.118239,10.155587,8260,Søndervangs Alle,Viby J,True,False,,,,,2,,,,,,,,22.0,,,
395387,56.17972,10.134958,8210,Bredskifte Allé,Aarhus V,False,False,,,,,4,,,,,,,,22.0,,,
395423,56.03916,10.19471,8340,Malling Kirkevej,Malling,True,False,,,,,2,,,,,,,,22.0,,,
395428,56.11655,10.159021,8260,Søndervangen,Viby,True,False,,,,,6,,,,,,,,22.0,,,
395429,56.163046,10.197507,8000,Langelandsgade,Aarhus C,True,False,,,,,4,,,,,,,,22.0,,,
395430,56.173233,10.209319,8200,Herambsgade,Aarhus N,True,False,,,,,6,,,,,,,,22.0,,,
395432,56.173996,10.122193,8220,Jernaldervej,Brabrand,True,False,,,,,2,,,,,,,,22.0,,,
395434,56.177625,10.207236,8200,Abildgade,Aarhus N,True,False,,,,,4,,,,,,,,22.0,,,
395437,56.038589,10.204273,8300,Markskellet,Odder,True,False,,,,,2,,,,,,,,22.0,,,
395439,55.973781,10.234657,8300,Dyngbyvej,Odder,True,False,,,,,2,,,,,,,,22.0,,,
395441,55.979631,10.126319,8300,Løkkegårdsparken,Odder,True,False,,,,,6,,,,,,,,22.0,,,
395443,55.988456,10.119864,8300,Stenhøjen,Odder,True,False,,,,,2,,,,,,,,22.0,,,
395444,56.192323,10.194933,8200,Skelagervej,Aarhus N,True,False,,,,,2,,,,,,,,22.0,,,
395497,56.137189,10.177534,8260,Skanderborgvej,Viby J,True,False,,,2,,,,,,,,300.0,,,,,
395569,56.03699,10.19791,8340,Stenhøjgårdsvej,Malling,True,False,,,,,2,,,,,,,,22.0,,,
395572,56.03703,10.19963,8340,Stenhøjgårdsvej,Malling,True,False,,,,,2,,,,,,,,22.0,,,
395573,56.092739,10.141597,8310,Østerby Alle,Tranbjerg,True,False,,,,,4,,,,,,,,22.0,,,
395576,56.105716,10.172069,8270,Sadelmagertoften,Højbjerg,True,False,,,,,2,,,,,,,,22.0,,,
395577,56.106231,10.167977,8270,Sadelmagertoften,Højbjerg,True,False,,,,,4,,,,,,,,22.0,,,
395578,56.110806,10.169656,8270,Kalkærparken,Højbjerg,True,False,,,,,2,,,,,,,,22.0,,,
395579,56.109447,10.169438,8270,Kalkærparken,Højbjerg,True,False,,,,,2,,,,,,,,22.0,,,
395580,56.110174,10.169566,8270,Kalkærparken,Højbjerg,True,False,,,,,2,,,,,,,,22.0,,,
395581,56.11077,10.080438,8361,Bavnebakken,Hasselager,True,False,,,,,4,,,,,,,,22.0,,,
395582,56.054645,10.210403,8330,Byagervej,Beder,True,False,,,,,6,,,,,,,,22.0,,,
395583,56.1245,10.149091,8260,Vårkjærvej,Viby,True,False,,,,,4,,,,,,,,22.0,,,
395584,56.116116,10.156936,8260,Søndervangen,Viby,True,False,,,,,6,,,,,,,,22.0,,,
395586,56.151413,10.250266,8000,Østhavnsvej,Aarhus,True,False,,,,,4,,,,,,,,22.0,,,
395589,56.116532,10.119102,8260,Hasselager Alle,Viby,True,False,,,,,8,,,,,,,,22.0,,,
395607,56.186342,10.188158,8200,Oluf Palmes Alle,Aarhus N,True,False,,,,,4,,,,,,,,22.0,,,
